Category	Group	Time Window	Window Start (Years)	Feature	Median
Central Segment	Corridor Segment	11500-12000 Years	11500	Fluctuation Amplitude	0.05468
Central Segment	Corridor Segment	11500-12000 Years	11500	Time of Maximum Expansion	12000
Central Segment	Corridor Segment	11500-12000 Years	11500	Maximum Expansion Rate	0.03279
Central Segment	Corridor Segment	11500-12000 Years	11500	Time of Maximum Contraction	11700
Central Segment	Corridor Segment	11500-12000 Years	11500	Maximum Contraction Rate	-0.10485
North China	Northern Lowland	11500-12000 Years	11500	Mean Log Effective Population Size	9.76866
North China	Northern Lowland	11500-12000 Years	11500	Net Change in Log Effective Population Size	-0.1541
North China	Northern Lowland	11500-12000 Years	11500	Mean Rate of Change	-3.9e-4
North China	Northern Lowland	11500-12000 Years	11500	Fluctuation Amplitude	0.16477
North China	Northern Lowland	11500-12000 Years	11500	Time of Maximum Expansion	12000
North China	Northern Lowland	11500-12000 Years	11500	Maximum Expansion Rate	-0.18258
North China	Northern Lowland	11500-12000 Years	11500	Time of Maximum Contraction	11600
North China	Northern Lowland	11500-12000 Years	11500	Maximum Contraction Rate	-0.38332
Northern Segment	Corridor Segment	11500-12000 Years	11500	Mean Log Effective Population Size	9.86018
Northern Segment	Corridor Segment	11500-12000 Years	11500	Net Change in Log Effective Population Size	0.03421
Northern Segment	Corridor Segment	11500-12000 Years	11500	Mean Rate of Change	9e-5
Northern Segment	Corridor Segment	11500-12000 Years	11500	Fluctuation Amplitude	0.07981
Northern Segment	Corridor Segment	11500-12000 Years	11500	Time of Maximum Expansion	11800
Northern Segment	Corridor Segment	11500-12000 Years	11500	Maximum Expansion Rate	0.13113
Northern Segment	Corridor Segment	11500-12000 Years	11500	Time of Maximum Contraction	11800
Northern Segment	Corridor Segment	11500-12000 Years	11500	Maximum Contraction Rate	-0.00334
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Mean Log Effective Population Size	8.57692
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Net Change in Log Effective Population Size	-0.08811
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Mean Rate of Change	-2.2e-4
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Fluctuation Amplitude	0.11183
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Time of Maximum Expansion	12000
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Maximum Expansion Rate	-0.12761
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Time of Maximum Contraction	11600
Panxi and Liangshan	Sichuan Region	11500-12000 Years	11500	Maximum Contraction Rate	-0.18745
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Mean Log Effective Population Size	9.39305
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Net Change in Log Effective Population Size	-0.04243
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Mean Rate of Change	-1.1e-4
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Fluctuation Amplitude	0.10644
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Time of Maximum Expansion	12000
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Maximum Expansion Rate	-0.07518
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Time of Maximum Contraction	11600
Qinghai-Tibet Plateau Core	Highland	11500-12000 Years	11500	Maximum Contraction Rate	-0.17632
Western Highland	Highland	11500-12000 Years	11500	Mean Log Effective Population Size	9.23348
Western Highland	Highland	11500-12000 Years	11500	Net Change in Log Effective Population Size	-0.03908
Western Highland	Highland	11500-12000 Years	11500	Mean Rate of Change	-1e-4
Western Highland	Highland	11500-12000 Years	11500	Fluctuation Amplitude	0.10516
Western Highland	Highland	11500-12000 Years	11500	Time of Maximum Expansion	12000
Western Highland	Highland	11500-12000 Years	11500	Maximum Expansion Rate	-0.08674
Western Highland	Highland	11500-12000 Years	11500	Time of Maximum Contraction	11600
Western Highland	Highland	11500-12000 Years	11500	Maximum Contraction Rate	-0.19689
Central Segment	Corridor Segment	12000-12500 Years	12000	Mean Log Effective Population Size	8.69436
Central Segment	Corridor Segment	12000-12500 Years	12000	Net Change in Log Effective Population Size	-0.0111
Central Segment	Corridor Segment	12000-12500 Years	12000	Mean Rate of Change	-3e-5
Central Segment	Corridor Segment	12000-12500 Years	12000	Fluctuation Amplitude	0.09767
Central Segment	Corridor Segment	12000-12500 Years	12000	Time of Maximum Expansion	12200
Central Segment	Corridor Segment	12000-12500 Years	12000	Maximum Expansion Rate	-0.00287
Central Segment	Corridor Segment	12000-12500 Years	12000	Time of Maximum Contraction	12200
Central Segment	Corridor Segment	12000-12500 Years	12000	Maximum Contraction Rate	-0.02885
North China	Northern Lowland	12000-12500 Years	12000	Mean Log Effective Population Size	9.8666
North China	Northern Lowland	12000-12500 Years	12000	Net Change in Log Effective Population Size	-0.06509
North China	Northern Lowland	12000-12500 Years	12000	Mean Rate of Change	-1.6e-4
North China	Northern Lowland	12000-12500 Years	12000	Fluctuation Amplitude	0.10826
North China	Northern Lowland	12000-12500 Years	12000	Time of Maximum Expansion	12400
North China	Northern Lowland	12000-12500 Years	12000	Maximum Expansion Rate	-0.08015
North China	Northern Lowland	12000-12500 Years	12000	Time of Maximum Contraction	12000
North China	Northern Lowland	12000-12500 Years	12000	Maximum Contraction Rate	-0.29817
Northern Segment	Corridor Segment	12000-12500 Years	12000	Mean Log Effective Population Size	9.83163
Northern Segment	Corridor Segment	12000-12500 Years	12000	Net Change in Log Effective Population Size	0.02912
Northern Segment	Corridor Segment	12000-12500 Years	12000	Mean Rate of Change	7e-5
Northern Segment	Corridor Segment	12000-12500 Years	12000	Fluctuation Amplitude	0.08178
Northern Segment	Corridor Segment	12000-12500 Years	12000	Time of Maximum Expansion	12000
Northern Segment	Corridor Segment	12000-12500 Years	12000	Maximum Expansion Rate	0.13753
Northern Segment	Corridor Segment	12000-12500 Years	12000	Time of Maximum Contraction	12400
Northern Segment	Corridor Segment	12000-12500 Years	12000	Maximum Contraction Rate	-0.00858
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Mean Log Effective Population Size	8.61426
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Net Change in Log Effective Population Size	-0.00709
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Mean Rate of Change	-2e-5
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Fluctuation Amplitude	0.03405
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Time of Maximum Expansion	12400
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Maximum Expansion Rate	-0.03959
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Time of Maximum Contraction	12000
Panxi and Liangshan	Sichuan Region	12000-12500 Years	12000	Maximum Contraction Rate	-0.14309
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Mean Log Effective Population Size	9.45353
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Net Change in Log Effective Population Size	-0.0405
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Mean Rate of Change	-1e-4
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Fluctuation Amplitude	0.08456
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Time of Maximum Expansion	12400
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Maximum Expansion Rate	-0.00925
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Time of Maximum Contraction	12000
Qinghai-Tibet Plateau Core	Highland	12000-12500 Years	12000	Maximum Contraction Rate	-0.15298
Western Highland	Highland	12000-12500 Years	12000	Mean Log Effective Population Size	9.26074
Western Highland	Highland	12000-12500 Years	12000	Net Change in Log Effective Population Size	-0.04385
Western Highland	Highland	12000-12500 Years	12000	Mean Rate of Change	-1.1e-4
Western Highland	Highland	12000-12500 Years	12000	Fluctuation Amplitude	0.08469
Western Highland	Highland	12000-12500 Years	12000	Time of Maximum Expansion	12400
Western Highland	Highland	12000-12500 Years	12000	Maximum Expansion Rate	-0.04323
Western Highland	Highland	12000-12500 Years	12000	Time of Maximum Contraction	12000
Western Highland	Highland	12000-12500 Years	12000	Maximum Contraction Rate	-0.17304
Central Segment	Corridor Segment	12500-13000 Years	12500	Mean Log Effective Population Size	8.71245
Central Segment	Corridor Segment	12500-13000 Years	12500	Net Change in Log Effective Population Size	-0.00456
Central Segment	Corridor Segment	12500-13000 Years	12500	Mean Rate of Change	-1e-5
Central Segment	Corridor Segment	12500-13000 Years	12500	Fluctuation Amplitude	0.05119
Central Segment	Corridor Segment	12500-13000 Years	12500	Time of Maximum Expansion	13000
Central Segment	Corridor Segment	12500-13000 Years	12500	Maximum Expansion Rate	0.06317
Central Segment	Corridor Segment	12500-13000 Years	12500	Time of Maximum Contraction	12600
Central Segment	Corridor Segment	12500-13000 Years	12500	Maximum Contraction Rate	-0.07881
North China	Northern Lowland	12500-13000 Years	12500	Mean Log Effective Population Size	9.91049
North China	Northern Lowland	12500-13000 Years	12500	Net Change in Log Effective Population Size	-0.03503
North China	Northern Lowland	12500-13000 Years	12500	Mean Rate of Change	-9e-5
North China	Northern Lowland	12500-13000 Years	12500	Fluctuation Amplitude	0.11752
North China	Northern Lowland	12500-13000 Years	12500	Time of Maximum Expansion	13000
North China	Northern Lowland	12500-13000 Years	12500	Maximum Expansion Rate	0.03486
North China	Northern Lowland	12500-13000 Years	12500	Time of Maximum Contraction	12600
North China	Northern Lowland	12500-13000 Years	12500	Maximum Contraction Rate	-0.17372
Northern Segment	Corridor Segment	12500-13000 Years	12500	Mean Log Effective Population Size	9.77933
Northern Segment	Corridor Segment	12500-13000 Years	12500	Net Change in Log Effective Population Size	0.01684
Northern Segment	Corridor Segment	12500-13000 Years	12500	Mean Rate of Change	4e-5
Northern Segment	Corridor Segment	12500-13000 Years	12500	Fluctuation Amplitude	0.08347
Northern Segment	Corridor Segment	12500-13000 Years	12500	Time of Maximum Expansion	12800
Northern Segment	Corridor Segment	12500-13000 Years	12500	Maximum Expansion Rate	0.11215
Northern Segment	Corridor Segment	12500-13000 Years	12500	Time of Maximum Contraction	12800
Northern Segment	Corridor Segment	12500-13000 Years	12500	Maximum Contraction Rate	-0.01713
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Mean Log Effective Population Size	8.60803
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Net Change in Log Effective Population Size	-0.04245
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Mean Rate of Change	-1.1e-4
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Fluctuation Amplitude	0.06463
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Time of Maximum Expansion	12600
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Maximum Expansion Rate	-0.06617
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Time of Maximum Contraction	13000
Panxi and Liangshan	Sichuan Region	12500-13000 Years	12500	Maximum Contraction Rate	-0.12878
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Mean Log Effective Population Size	9.45064
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Net Change in Log Effective Population Size	0.01249
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Mean Rate of Change	3e-5
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Fluctuation Amplitude	0.09982
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Time of Maximum Expansion	13000
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Maximum Expansion Rate	0.04103
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Time of Maximum Contraction	12600
Qinghai-Tibet Plateau Core	Highland	12500-13000 Years	12500	Maximum Contraction Rate	-0.07302
Western Highland	Highland	12500-13000 Years	12500	Mean Log Effective Population Size	9.31812
Western Highland	Highland	12500-13000 Years	12500	Net Change in Log Effective Population Size	7.8e-4
Western Highland	Highland	12500-13000 Years	12500	Mean Rate of Change	0
Western Highland	Highland	12500-13000 Years	12500	Fluctuation Amplitude	0.1088
Western Highland	Highland	12500-13000 Years	12500	Time of Maximum Expansion	13000
Western Highland	Highland	12500-13000 Years	12500	Maximum Expansion Rate	0.00693
Western Highland	Highland	12500-13000 Years	12500	Time of Maximum Contraction	12600
Western Highland	Highland	12500-13000 Years	12500	Maximum Contraction Rate	-0.08746
Central Segment	Corridor Segment	13000-13500 Years	13000	Mean Log Effective Population Size	8.72388
Central Segment	Corridor Segment	13000-13500 Years	13000	Net Change in Log Effective Population Size	-0.00709
Central Segment	Corridor Segment	13000-13500 Years	13000	Mean Rate of Change	-2e-5
Central Segment	Corridor Segment	13000-13500 Years	13000	Fluctuation Amplitude	0.08418
Central Segment	Corridor Segment	13000-13500 Years	13000	Time of Maximum Expansion	13300
Central Segment	Corridor Segment	13000-13500 Years	13000	Maximum Expansion Rate	0.02196
Central Segment	Corridor Segment	13000-13500 Years	13000	Time of Maximum Contraction	13000
Central Segment	Corridor Segment	13000-13500 Years	13000	Maximum Contraction Rate	-0.07307
North China	Northern Lowland	13000-13500 Years	13000	Mean Log Effective Population Size	9.92927
North China	Northern Lowland	13000-13500 Years	13000	Net Change in Log Effective Population Size	-0.00641
North China	Northern Lowland	13000-13500 Years	13000	Mean Rate of Change	-2e-5
North China	Northern Lowland	13000-13500 Years	13000	Fluctuation Amplitude	0.10754
North China	Northern Lowland	13000-13500 Years	13000	Time of Maximum Expansion	13400
North China	Northern Lowland	13000-13500 Years	13000	Maximum Expansion Rate	0.06162
North China	Northern Lowland	13000-13500 Years	13000	Time of Maximum Contraction	13000
North China	Northern Lowland	13000-13500 Years	13000	Maximum Contraction Rate	-0.10229
Northern Segment	Corridor Segment	13000-13500 Years	13000	Mean Log Effective Population Size	9.77428
Northern Segment	Corridor Segment	13000-13500 Years	13000	Net Change in Log Effective Population Size	0.01595
Northern Segment	Corridor Segment	13000-13500 Years	13000	Mean Rate of Change	4e-5
Northern Segment	Corridor Segment	13000-13500 Years	13000	Fluctuation Amplitude	0.07681
Northern Segment	Corridor Segment	13000-13500 Years	13000	Time of Maximum Expansion	13000
Northern Segment	Corridor Segment	13000-13500 Years	13000	Maximum Expansion Rate	0.11087
Northern Segment	Corridor Segment	13000-13500 Years	13000	Time of Maximum Contraction	13400
Northern Segment	Corridor Segment	13000-13500 Years	13000	Maximum Contraction Rate	-0.04574
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Mean Log Effective Population Size	8.66914
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Net Change in Log Effective Population Size	-0.08107
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Mean Rate of Change	-2e-4
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Fluctuation Amplitude	0.12246
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Time of Maximum Expansion	13000
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Maximum Expansion Rate	-0.12878
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Time of Maximum Contraction	13200
Panxi and Liangshan	Sichuan Region	13000-13500 Years	13000	Maximum Contraction Rate	-0.14483
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Mean Log Effective Population Size	9.45107
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Net Change in Log Effective Population Size	0.00822
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Mean Rate of Change	2e-5
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Fluctuation Amplitude	0.08173
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Time of Maximum Expansion	13400
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Maximum Expansion Rate	0.06073
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Time of Maximum Contraction	13000
Qinghai-Tibet Plateau Core	Highland	13000-13500 Years	13000	Maximum Contraction Rate	-0.0648
Western Highland	Highland	13000-13500 Years	13000	Mean Log Effective Population Size	9.33912
Western Highland	Highland	13000-13500 Years	13000	Net Change in Log Effective Population Size	0.00367
