Quantity	Window Type	Time Window	Window Start (Years)	Category	Second Category	Group	Cluster	Component	Score Component	Value	Reliable Window Coverage	Usable
Standardized Composite Score	Time Bin	15500-16000 Years	15500	Northern Segment		Corridor Segment			Level Component	0.44752	1.000	Yes
Composite Trajectory Score	Time Bin	15500-16000 Years	15500	Panxi and Liangshan		Sichuan Region			Level Component	-1.13142	1.000	Yes
Standardized Composite Score	Time Bin	15500-16000 Years	15500	Panxi and Liangshan		Sichuan Region			Level Component	-1.71778	1.000	Yes
Composite Trajectory Score	Time Bin	15500-16000 Years	15500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.51202	1.000	Yes
Standardized Composite Score	Time Bin	15500-16000 Years	15500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.31358	1.000	Yes
Composite Trajectory Score	Time Bin	15500-16000 Years	15500	Western Highland		Highland			Level Component	-0.38775	1.000	Yes
Standardized Composite Score	Time Bin	15500-16000 Years	15500	Western Highland		Highland			Level Component	0.72115	1.000	Yes
Composite Trajectory Score	Time Bin	16000-16500 Years	16000	Central Segment		Corridor Segment			Level Component	-0.89436	1.000	Yes
Standardized Composite Score	Time Bin	16000-16500 Years	16000	Central Segment		Corridor Segment			Level Component	-1.43370	1.000	Yes
Composite Trajectory Score	Time Bin	16000-16500 Years	16000	North China		Northern Lowland			Level Component	-0.32091	1.000	Yes
Standardized Composite Score	Time Bin	16000-16500 Years	16000	North China		Northern Lowland			Level Component	1.31319	1.000	Yes
Composite Trajectory Score	Time Bin	16000-16500 Years	16000	Northern Segment		Corridor Segment			Level Component	-0.35058	1.000	Yes
Standardized Composite Score	Time Bin	16000-16500 Years	16000	Northern Segment		Corridor Segment			Level Component	1.17106	1.000	Yes
Composite Trajectory Score	Time Bin	16000-16500 Years	16000	Panxi and Liangshan		Sichuan Region			Level Component	-0.78170	1.000	Yes
Standardized Composite Score	Time Bin	16000-16500 Years	16000	Panxi and Liangshan		Sichuan Region			Level Component	-0.89404	1.000	Yes
Composite Trajectory Score	Time Bin	16000-16500 Years	16000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.63982	1.000	Yes
Standardized Composite Score	Time Bin	16000-16500 Years	16000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.21444	1.000	Yes
Composite Trajectory Score	Time Bin	16000-16500 Years	16000	Western Highland		Highland			Level Component	-0.58296	1.000	Yes
Standardized Composite Score	Time Bin	16000-16500 Years	16000	Western Highland		Highland			Level Component	0.05792	1.000	Yes
Composite Trajectory Score	Time Bin	16500-17000 Years	16500	Central Segment		Corridor Segment			Level Component	-0.80427	1.000	Yes
Standardized Composite Score	Time Bin	16500-17000 Years	16500	Central Segment		Corridor Segment			Level Component	-1.37640	1.000	Yes
Composite Trajectory Score	Time Bin	16500-17000 Years	16500	North China		Northern Lowland			Level Component	-0.55696	1.000	Yes
Standardized Composite Score	Time Bin	16500-17000 Years	16500	North China		Northern Lowland			Level Component	0.11528	1.000	Yes
Composite Trajectory Score	Time Bin	16500-17000 Years	16500	Northern Segment		Corridor Segment			Level Component	-0.44908	1.000	Yes
Standardized Composite Score	Time Bin	16500-17000 Years	16500	Northern Segment		Corridor Segment			Level Component	0.76597	1.000	Yes
Composite Trajectory Score	Time Bin	16500-17000 Years	16500	Panxi and Liangshan		Sichuan Region			Level Component	-0.79914	1.000	Yes
Standardized Composite Score	Time Bin	16500-17000 Years	16500	Panxi and Liangshan		Sichuan Region			Level Component	-1.34549	1.000	Yes
Composite Trajectory Score	Time Bin	16500-17000 Years	16500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.41941	1.000	Yes
Standardized Composite Score	Time Bin	16500-17000 Years	16500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.94488	1.000	Yes
Composite Trajectory Score	Time Bin	16500-17000 Years	16500	Western Highland		Highland			Level Component	-0.42756	1.000	Yes
Standardized Composite Score	Time Bin	16500-17000 Years	16500	Western Highland		Highland			Level Component	0.89576	1.000	Yes
Composite Trajectory Score	Time Bin	17000-17500 Years	17000	Central Segment		Corridor Segment			Level Component	-0.72134	1.000	Yes
Standardized Composite Score	Time Bin	17000-17500 Years	17000	Central Segment		Corridor Segment			Level Component	-0.21591	1.000	Yes
Composite Trajectory Score	Time Bin	17000-17500 Years	17000	North China		Northern Lowland			Level Component	-0.55519	1.000	Yes
Standardized Composite Score	Time Bin	17000-17500 Years	17000	North China		Northern Lowland			Level Component	0.57281	1.000	Yes
Composite Trajectory Score	Time Bin	17000-17500 Years	17000	Northern Segment		Corridor Segment			Level Component	-0.42123	1.000	Yes
Standardized Composite Score	Time Bin	17000-17500 Years	17000	Northern Segment		Corridor Segment			Level Component	1.20869	1.000	Yes
Composite Trajectory Score	Time Bin	17000-17500 Years	17000	Panxi and Liangshan		Sichuan Region			Level Component	-1.09765	1.000	Yes
Standardized Composite Score	Time Bin	17000-17500 Years	17000	Panxi and Liangshan		Sichuan Region			Level Component	-2.00216	1.000	Yes
Composite Trajectory Score	Time Bin	17000-17500 Years	17000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.66648	1.000	Yes
Standardized Composite Score	Time Bin	17000-17500 Years	17000	Qinghai-Tibet Plateau Core		Highland			Level Component	0.04453	1.000	Yes
Composite Trajectory Score	Time Bin	17000-17500 Years	17000	Western Highland		Highland			Level Component	-0.59327	1.000	Yes
Standardized Composite Score	Time Bin	17000-17500 Years	17000	Western Highland		Highland			Level Component	0.39205	1.000	Yes
Composite Trajectory Score	Time Bin	17500-18000 Years	17500	Central Segment		Corridor Segment			Level Component	-0.98668	1.000	Yes
Standardized Composite Score	Time Bin	17500-18000 Years	17500	Central Segment		Corridor Segment			Level Component	-1.37767	1.000	Yes
Composite Trajectory Score	Time Bin	17500-18000 Years	17500	North China		Northern Lowland			Level Component	-0.94070	1.000	Yes
Standardized Composite Score	Time Bin	17500-18000 Years	17500	North China		Northern Lowland			Level Component	-1.15012	1.000	Yes
Composite Trajectory Score	Time Bin	17500-18000 Years	17500	Northern Segment		Corridor Segment			Level Component	-0.54261	1.000	Yes
Standardized Composite Score	Time Bin	17500-18000 Years	17500	Northern Segment		Corridor Segment			Level Component	0.81977	1.000	Yes
Composite Trajectory Score	Time Bin	17500-18000 Years	17500	Panxi and Liangshan		Sichuan Region			Level Component	-0.76089	1.000	Yes
Standardized Composite Score	Time Bin	17500-18000 Years	17500	Panxi and Liangshan		Sichuan Region			Level Component	-0.26039	1.000	Yes
Composite Trajectory Score	Time Bin	17500-18000 Years	17500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.55504	1.000	Yes
Standardized Composite Score	Time Bin	17500-18000 Years	17500	Qinghai-Tibet Plateau Core		Highland			Level Component	0.75826	1.000	Yes
Composite Trajectory Score	Time Bin	17500-18000 Years	17500	Western Highland		Highland			Level Component	-0.46372	1.000	Yes
Standardized Composite Score	Time Bin	17500-18000 Years	17500	Western Highland		Highland			Level Component	1.21015	1.000	Yes
Composite Trajectory Score	Time Bin	18000-18500 Years	18000	Central Segment		Corridor Segment			Level Component	-0.79043	1.000	Yes
Standardized Composite Score	Time Bin	18000-18500 Years	18000	Central Segment		Corridor Segment			Level Component	-1.80977	1.000	Yes
Composite Trajectory Score	Time Bin	18000-18500 Years	18000	North China		Northern Lowland			Level Component	-0.64886	1.000	Yes
Standardized Composite Score	Time Bin	18000-18500 Years	18000	North China		Northern Lowland			Level Component	-0.07826	1.000	Yes
Composite Trajectory Score	Time Bin	18000-18500 Years	18000	Northern Segment		Corridor Segment			Level Component	-0.52886	1.000	Yes
Standardized Composite Score	Time Bin	18000-18500 Years	18000	Northern Segment		Corridor Segment			Level Component	1.38949	1.000	Yes
Composite Trajectory Score	Time Bin	18000-18500 Years	18000	Panxi and Liangshan		Sichuan Region			Level Component	-0.67374	1.000	Yes
Standardized Composite Score	Time Bin	18000-18500 Years	18000	Panxi and Liangshan		Sichuan Region			Level Component	-0.38257	1.000	Yes
Composite Trajectory Score	Time Bin	18000-18500 Years	18000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.57734	1.000	Yes
Standardized Composite Score	Time Bin	18000-18500 Years	18000	Qinghai-Tibet Plateau Core		Highland			Level Component	0.79648	1.000	Yes
Composite Trajectory Score	Time Bin	18000-18500 Years	18000	Western Highland		Highland			Level Component	-0.63554	1.000	Yes
Standardized Composite Score	Time Bin	18000-18500 Years	18000	Western Highland		Highland			Level Component	0.08464	1.000	Yes
Composite Trajectory Score	Time Bin	18500-19000 Years	18500	Central Segment		Corridor Segment			Level Component	-1.03773	1.000	Yes
Standardized Composite Score	Time Bin	18500-19000 Years	18500	Central Segment		Corridor Segment			Level Component	-0.82179	1.000	Yes
Composite Trajectory Score	Time Bin	18500-19000 Years	18500	North China		Northern Lowland			Level Component	-1.20071	1.000	Yes
Standardized Composite Score	Time Bin	18500-19000 Years	18500	North China		Northern Lowland			Level Component	-1.44870	1.000	Yes
Composite Trajectory Score	Time Bin	18500-19000 Years	18500	Northern Segment		Corridor Segment			Level Component	-0.77120	1.000	Yes
Standardized Composite Score	Time Bin	18500-19000 Years	18500	Northern Segment		Corridor Segment			Level Component	0.20345	1.000	Yes
Composite Trajectory Score	Time Bin	18500-19000 Years	18500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.51503	1.000	Yes
Standardized Composite Score	Time Bin	18500-19000 Years	18500	Qinghai-Tibet Plateau Core		Highland			Level Component	1.18881	1.000	Yes
Composite Trajectory Score	Time Bin	18500-19000 Years	18500	Western Highland		Highland			Level Component	-0.59578	1.000	Yes
Standardized Composite Score	Time Bin	18500-19000 Years	18500	Western Highland		Highland			Level Component	0.87822	1.000	Yes
Composite Trajectory Score	Time Bin	19000-19500 Years	19000	Central Segment		Corridor Segment			Level Component	-1.04371	1.000	Yes
Standardized Composite Score	Time Bin	19000-19500 Years	19000	Central Segment		Corridor Segment			Level Component	-0.87512	1.000	Yes
Composite Trajectory Score	Time Bin	19000-19500 Years	19000	North China		Northern Lowland			Level Component	-1.13257	1.000	Yes
Standardized Composite Score	Time Bin	19000-19500 Years	19000	North China		Northern Lowland			Level Component	-1.30232	1.000	Yes
Composite Trajectory Score	Time Bin	19000-19500 Years	19000	Northern Segment		Corridor Segment			Level Component	-0.85974	1.000	Yes
Standardized Composite Score	Time Bin	19000-19500 Years	19000	Northern Segment		Corridor Segment			Level Component	0.00932	1.000	Yes
Composite Trajectory Score	Time Bin	19000-19500 Years	19000	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.57247	1.000	Yes
Standardized Composite Score	Time Bin	19000-19500 Years	19000	Qinghai-Tibet Plateau Core		Highland			Level Component	1.39039	1.000	Yes
Composite Trajectory Score	Time Bin	19000-19500 Years	19000	Western Highland		Highland			Level Component	-0.69991	1.000	Yes
Standardized Composite Score	Time Bin	19000-19500 Years	19000	Western Highland		Highland			Level Component	0.77772	1.000	Yes
Composite Trajectory Score	Time Bin	19500-20000 Years	19500	Central Segment		Corridor Segment			Level Component	-0.68132	1.000	Yes
Standardized Composite Score	Time Bin	19500-20000 Years	19500	Central Segment		Corridor Segment			Level Component	-0.76833	1.000	Yes
Composite Trajectory Score	Time Bin	19500-20000 Years	19500	Northern Segment		Corridor Segment			Level Component	-0.75434	1.000	Yes
Standardized Composite Score	Time Bin	19500-20000 Years	19500	Northern Segment		Corridor Segment			Level Component	-1.19502	1.000	Yes
Composite Trajectory Score	Time Bin	19500-20000 Years	19500	Qinghai-Tibet Plateau Core		Highland			Level Component	-0.35368	1.000	Yes
Standardized Composite Score	Time Bin	19500-20000 Years	19500	Qinghai-Tibet Plateau Core		Highland			Level Component	1.14633	1.000	Yes
Composite Trajectory Score	Time Bin	19500-20000 Years	19500	Western Highland		Highland			Level Component	-0.41003	1.000	Yes
Standardized Composite Score	Time Bin	19500-20000 Years	19500	Western Highland		Highland			Level Component	0.81703	1.000	Yes
Score Weight								Mean Log Effective Population Size	Level Component	0.70711		
Score Weight								Fluctuation Amplitude	Level Component	0.70711		
Score Explained Variance									Level Component	0.74873		
Composite Trajectory Score	Time Bin	0-500 Years	0	Central Segment		Corridor Segment			Change Component	-0.12062	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	Central Segment		Corridor Segment			Change Component	0.79129	1.000	Yes
Composite Trajectory Score	Time Bin	0-500 Years	0	North China		Northern Lowland			Change Component	0.13538	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	North China		Northern Lowland			Change Component	0.83908	1.000	Yes
Composite Trajectory Score	Time Bin	0-500 Years	0	Northern Segment		Corridor Segment			Change Component	-3.35026	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	Northern Segment		Corridor Segment			Change Component	0.18834	1.000	Yes
Composite Trajectory Score	Time Bin	0-500 Years	0	Panxi and Liangshan		Sichuan Region			Change Component	-0.81654	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	Panxi and Liangshan		Sichuan Region			Change Component	0.66137	1.000	Yes
Composite Trajectory Score	Time Bin	0-500 Years	0	Qinghai-Tibet Plateau Core		Highland			Change Component	-2.28665	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	Qinghai-Tibet Plateau Core		Highland			Change Component	0.38691	1.000	Yes
Composite Trajectory Score	Time Bin	0-500 Years	0	Sichuan Basin		Sichuan Region			Change Component	-15.70580	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	Sichuan Basin		Sichuan Region			Change Component	-2.11832	1.000	Yes
Composite Trajectory Score	Time Bin	0-500 Years	0	Southern Segment		Corridor Segment			Change Component	-10.64893	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	Southern Segment		Corridor Segment			Change Component	-1.17425	1.000	Yes
Composite Trajectory Score	Time Bin	0-500 Years	0	Western Highland		Highland			Change Component	-2.07952	1.000	Yes
Standardized Composite Score	Time Bin	0-500 Years	0	Western Highland		Highland			Change Component	0.42558	1.000	Yes
Composite Trajectory Score	Time Bin	500-1000 Years	500	Central Segment		Corridor Segment			Change Component	1.12995	1.000	Yes
Standardized Composite Score	Time Bin	500-1000 Years	500	Central Segment		Corridor Segment			Change Component	1.36942	1.000	Yes
Composite Trajectory Score	Time Bin	500-1000 Years	500	North China		Northern Lowland			Change Component	0.31986	1.000	Yes
Standardized Composite Score	Time Bin	500-1000 Years	500	North China		Northern Lowland			Change Component	0.90246	1.000	Yes
Composite Trajectory Score	Time Bin	500-1000 Years	500	Northern Segment		Corridor Segment			Change Component	-2.07732	1.000	Yes
Standardized Composite Score	Time Bin	500-1000 Years	500	Northern Segment		Corridor Segment			Change Component	-0.47934	1.000	Yes
Composite Trajectory Score	Time Bin	500-1000 Years	500	Panxi and Liangshan		Sichuan Region			Change Component	-0.00783	1.000	Yes
Standardized Composite Score	Time Bin	500-1000 Years	500	Panxi and Liangshan		Sichuan Region			Change Component	0.71357	1.000	Yes
Composite Trajectory Score	Time Bin	500-1000 Years	500	Qinghai-Tibet Plateau Core		Highland			Change Component	-1.00112	1.000	Yes
Standardized Composite Score	Time Bin	500-1000 Years	500	Qinghai-Tibet Plateau Core		Highland			Change Component	0.14101	1.000	Yes
Composite Trajectory Score	Time Bin	500-1000 Years	500	Sichuan Basin		Sichuan Region			Change Component	-4.37872	1.000	Yes
