haplogroup	n_samples	confidence	flag	complete_rho	complete_se	complete_age_kya	complete_ci_lo_kya	complete_ci_hi_kya	synonymous_rho	synonymous_se	synonymous_age_kya	synonymous_ci_lo_kya	synonymous_ci_hi_kya	hvsi_full_rho	hvsi_full_se	hvsi_full_age_kya	hvsi_full_ci_lo_kya	hvsi_full_ci_hi_kya	hvsi_trans_rho	hvsi_trans_se	hvsi_trans_age_kya	hvsi_trans_ci_lo_kya	hvsi_trans_ci_hi_kya	hvsii_rho	hvsii_se	hvsii_age_kya	hvsii_ci_lo_kya	hvsii_ci_hi_kya	control_rho	control_se	control_age_kya	control_ci_lo_kya	control_ci_hi_kya
J1d1a1	5	low		3.2000	1.0677	8.4319	2.8656	14.1862	0.8000	0.3742	6.2976	0.5246	12.0706	0.2000	0.2000	3.3354	-3.2020	9.8728	0.2000	0.2000	3.7690	-3.6182	11.1562	0.6000	0.2449	13.4328	2.6843	24.1813	1.8000	0.2000	16.3044	12.7537	19.8551
B4c1b2a4c	10	medium		3.2000	0.6960	8.4319	4.7813	12.1624	1.2000	0.2494	9.4464	5.5977	13.2951	1.0000	0.3333	16.6770	5.7814	27.5726	1.8000	0.2906	33.9210	23.1876	44.6544	0.2000	0.2000	4.4776	-4.2985	13.2537	2.1000	0.3786	19.0218	12.3004	25.7432
U1a1c1d2	5	low		3.2000	0.5831	8.4319	5.3680	11.5519	0.4000	0.4000	3.1488	-3.0228	9.3204	0.4000	0.2449	6.6708	-1.3358	14.6774	1.6000	0.6782	30.1520	5.1007	55.2033	0.4000	0.4000	8.9552	-8.5970	26.5074	2.0000	0.5477	18.1160	8.3919	27.8401
M4a1	5	low		3.2000	0.7348	8.4319	4.5801	12.3728	0.8000	0.2000	6.2976	3.2118	9.3834	0.2000	0.2000	3.3354	-3.2020	9.8728	0.2000	0.2000	3.7690	-3.6182	11.1562	0.2000	0.2000	4.4776	-4.2985	13.2537	0.8000	0.3742	7.2464	0.6036	13.8892
K1a4a1b	5	low	ci_exceeds_ancestor	3.2000	1.0677	8.4319	2.8656	14.1862	0.8000	0.3742	6.2976	0.5246	12.0706	0.4000	0.2449	6.6708	-1.3358	14.6774	0.4000	0.2449	7.5380	-1.5095	16.5855	0.4000	0.2449	8.9552	-1.7933	19.7037	0.8000	0.2000	7.2464	3.6957	10.7971
Z3a2^	10	medium		3.2000	0.3590	8.4319	6.5388	10.3464	1.3000	0.3958	10.2336	4.1266	16.3406	0.6000	0.3399	10.0062	-1.1052	21.1176	0.6000	0.3399	11.3070	-1.2489	23.8629	0.2000	0.1333	4.4776	-1.3731	10.3283	1.9000	0.4069	17.2102	9.9865	24.4339
H6a1a118	5	low	ci_exceeds_ancestor	3.2000	0.5831	8.4319	5.3680	11.5519	0.6000	0.2449	4.7232	0.9439	8.5025	0.4000	0.2449	6.6708	-1.3358	14.6774	0.4000	0.2449	7.5380	-1.5095	16.5855	0.0000	0.0000	0.0000	0.0000	0.0000	2.2000	0.3742	19.9276	13.2848	26.5704
P2a6	5	low		3.2000	0.2000	8.4319	7.3746	9.4958	1.2000	0.2000	9.4464	6.3606	12.5322	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
J1b4a	5	low		3.2000	0.7348	8.4319	4.5801	12.3728	0.6000	0.2449	4.7232	0.9439	8.5025	1.4000	0.2449	23.3478	15.3412	31.3544	1.4000	0.2449	26.3830	17.3355	35.4305	0.0000	0.0000	0.0000	0.0000	0.0000	2.6000	0.4000	23.5508	16.4493	30.6523
H47a'g'l'm	5	low		3.2000	0.4899	8.4319	5.8539	11.0495	0.2000	0.2000	1.5744	-1.5114	4.6602	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2000	0.2000	26.8656	18.0895	35.6417	2.2000	0.2000	19.9276	16.3769	23.4783
H61^	5	low		3.2000	0.3742	8.4319	6.4593	10.4276	1.4000	0.2449	11.0208	7.2415	14.8001	0.8000	0.2000	13.3416	6.8042	19.8790	0.8000	0.2000	15.0760	7.6888	22.4632	0.2000	0.2000	4.4776	-4.2985	13.2537	1.0000	0.0000	9.0580	9.0580	9.0580
M12a1b4	5	low		3.2000	0.3742	8.4319	6.4593	10.4276	1.4000	0.4000	11.0208	4.8492	17.1924	0.2000	0.2000	3.3354	-3.2020	9.8728	0.2000	0.2000	3.7690	-3.6182	11.1562	0.2000	0.2000	4.4776	-4.2985	13.2537	1.4000	0.4000	12.6812	5.5797	19.7827
U4b1a2	10	medium		3.2000	0.6110	8.4319	5.2228	11.7026	1.7000	0.3000	13.3824	8.7537	18.0111	0.2000	0.1333	3.3354	-1.0229	7.6937	0.2000	0.1333	3.7690	-1.1558	8.6938	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.1333	1.8116	-0.5556	4.1788
D4a7b	41	medium		3.1951	0.2102	8.4187	7.3079	9.5368	1.0488	0.1438	8.2560	6.0376	10.4744	0.2683	0.0701	4.4743	2.1844	6.7642	0.2439	0.0679	4.5963	2.0884	7.1043	0.0244	0.0244	0.5460	-0.5242	1.6163	0.8293	0.0773	7.5115	6.1388	8.8842
K1b2a	31	medium		3.1935	0.3260	8.4145	6.6946	10.1518	0.7742	0.1587	6.0945	3.6460	8.5429	0.4194	0.1013	6.9936	3.6815	10.3056	0.4194	0.1013	7.9027	4.1601	11.6454	0.1613	0.0816	3.6110	0.0300	7.1919	0.7097	0.1327	6.4283	4.0716	8.7849
M3c1b1^	26	medium		3.1923	0.1361	8.4111	7.6910	9.1343	0.8077	0.0788	6.3582	5.1420	7.5743	1.8846	0.0639	31.4297	29.3411	33.5183	2.8846	0.0639	54.3606	52.0005	56.7207	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0961	27.1740	25.4683	28.8797
P1d2a	26	medium		3.1923	0.2001	8.4111	7.3532	9.4757	1.1154	0.1012	8.7803	7.2192	10.3414	0.3462	0.1233	5.7728	1.7420	9.8037	0.3077	0.1077	5.7985	1.8207	9.7762	0.0385	0.0385	0.8611	-0.8266	2.5488	1.2308	0.1781	11.1483	7.9866	14.3101
H2a1a^	42	medium		3.1905	0.2487	8.4062	7.0928	9.7297	0.5000	0.0979	3.9360	2.4257	5.4463	0.3810	0.0899	6.3531	3.4159	9.2904	0.3810	0.0899	7.1790	3.8600	10.4981	0.2381	0.0747	5.3305	2.0509	8.6101	1.7143	0.1242	15.5280	13.3226	17.7334
G3a2d	16	medium		3.1875	0.4105	8.3981	6.2358	10.5883	0.1875	0.1008	1.4760	-0.0789	3.0309	0.1250	0.0854	2.0846	-0.7066	4.8758	0.1250	0.0854	2.3556	-0.7984	5.5097	0.4375	0.1281	9.7948	4.1742	15.4153	1.5625	0.1281	14.1531	11.8791	16.4271
Q1j2b	11	medium		3.1818	0.2635	8.3827	6.9916	9.7853	0.1818	0.1220	1.4313	-0.4506	3.3131	0.9091	0.0909	15.1609	12.1894	18.1324	0.9091	0.0909	17.1318	13.7740	20.4897	1.2727	0.1950	28.4938	19.9381	37.0496	3.0909	0.2113	27.9975	24.2469	31.7480
H8b1	11	medium		3.1818	0.4635	8.3827	5.9431	10.8578	0.2727	0.1408	2.1469	-0.0261	4.3199	0.8182	0.1818	13.6448	7.7017	19.5879	0.8182	0.1818	15.4186	8.7030	22.1343	1.0909	0.2506	24.4233	13.4260	35.4206	3.0000	0.4264	27.1740	19.6038	34.7442
H31^	11	medium		3.1818	0.4435	8.3827	6.0478	10.7501	1.0909	0.0909	8.5876	7.1850	9.9903	0.4545	0.1575	7.5805	2.4336	12.7273	0.3636	0.1521	6.8527	1.2340	12.4715	0.5455	0.1575	12.2116	5.3023	19.1210	1.0909	0.2846	9.8815	4.8289	14.9340
D4b2d^	11	medium		3.1818	0.1818	8.3827	7.4216	9.3494	1.7273	0.1950	13.5971	10.5887	16.6054	0.2727	0.1950	4.5483	-1.8250	10.9215	0.2727	0.1950	5.1395	-2.0622	12.3413	0.5455	0.2817	12.2116	-0.1482	24.5715	1.8182	0.2960	16.4691	11.2144	21.7238
H3jb	11	medium		3.1818	0.1818	8.3827	7.4216	9.3494	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1348	16.6770	12.2695	21.0845	1.0000	0.1348	18.8450	13.8645	23.8255	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1348	9.0580	6.6641	11.4519
U4b1a1a	23	medium		3.1739	0.3058	8.3614	6.7483	9.9898	0.5652	0.1381	4.4494	2.3184	6.5804	0.9130	0.1073	15.2268	11.7194	18.7342	0.8696	0.0954	16.3870	12.8619	19.9120	0.1304	0.0954	2.9202	-1.2676	7.1080	1.0870	0.1073	9.8457	7.9406	11.7507
J1c3u2	23	medium		3.1739	0.1024	8.3614	7.8195	8.9050	0.1304	0.0718	1.0268	-0.0811	2.1346	0.9565	0.0435	15.9519	14.5307	17.3731	0.9565	0.0435	18.0257	16.4197	19.6316	1.9565	0.0435	43.8026	41.8948	45.7105	2.9130	0.0870	26.3863	24.8425	27.9301
J1d2	6	low		3.1667	1.2758	8.3418	1.7168	15.2353	1.0000	0.3651	7.8720	2.2381	13.5059	0.8333	0.5426	13.8975	-3.8393	31.6343	0.8333	0.5426	15.7042	-4.3384	35.7468	0.0000	0.0000	0.0000	0.0000	0.0000	0.8333	0.5426	7.5483	-2.0853	17.1820
F2l^	6	low		3.1667	0.1667	8.3418	7.4607	9.2274	2.1667	0.1667	17.0560	14.4845	19.6275	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.1667	0.1667	3.7313	-3.5821	11.0447	1.5000	0.3416	13.5870	7.5230	19.6510
M7c1a2a1a	6	low	ci_exceeds_ancestor	3.1667	0.9098	8.3418	3.5889	13.2313	0.8333	0.5426	6.5600	-1.8123	14.9323	1.3333	0.2108	22.2360	15.3450	29.1270	1.3333	0.2108	25.1267	17.3398	32.9135	0.1667	0.1667	3.7313	-3.5821	11.0447	1.5000	0.2236	13.5870	9.6172	17.5568
B4a1a1a11	6	low	ci_exceeds_ancestor	3.1667	0.8333	8.3418	3.9830	12.8151	0.6667	0.4944	5.2480	-2.3804	12.8764	1.5000	0.3416	25.0155	13.8508	36.1802	3.0000	0.4472	56.5350	40.0166	73.0534	0.1667	0.1667	3.7313	-3.5821	11.0447	3.3333	0.3333	30.1933	24.2754	36.1112
A2u5b2	6	low		3.1667	0.1667	8.3418	7.4607	9.2274	0.1667	0.1667	1.3120	-1.2595	3.8835	1.0000	0.0000	16.6770	16.6770	16.6770	1.0000	0.0000	18.8450	18.8450	18.8450	1.0000	0.0000	22.3880	22.3880	22.3880	4.0000	0.0000	36.2320	36.2320	36.2320
M9a1b2	6	low		3.1667	0.5426	8.3418	5.4902	11.2419	0.3333	0.2108	2.6240	-0.6287	5.8767	1.3333	0.4216	22.2360	8.4540	36.0180	1.3333	0.4216	25.1267	9.5530	40.7003	1.1667	0.3073	26.1193	12.6341	39.6046	2.5000	0.4282	22.6450	15.0433	30.2467
J1b3b1	6	low		3.1667	0.1667	8.3418	7.4607	9.2274	0.8333	0.1667	6.5600	3.9885	9.1315	1.0000	0.0000	16.6770	16.6770	16.6770	1.0000	0.0000	18.8450	18.8450	18.8450	0.6667	0.2108	14.9253	5.6745	24.1762	2.5000	0.3416	22.6450	16.5810	28.7090
B5b1g	12	medium		3.1667	0.5482	8.3418	5.4613	11.2718	0.7500	0.2500	5.9040	2.0467	9.7613	0.3333	0.1880	5.5590	-0.5870	11.7050	0.6667	0.2247	12.5633	4.2625	20.8641	0.5000	0.2303	11.1940	1.0891	21.2989	1.1667	0.3218	10.5677	4.8551	16.2803
D4h1a2	12	medium		3.1667	0.5050	8.3418	5.6862	11.0394	1.3333	0.4144	10.4960	4.1024	16.8896	0.4167	0.1930	6.9488	0.6403	13.2572	0.4167	0.1930	7.8521	0.7235	14.9806	0.1667	0.1124	3.7313	-1.1994	8.6620	1.7500	0.2176	15.8515	11.9884	19.7146
M8a1^	42	medium		3.1667	0.2384	8.3418	7.0831	9.6098	1.5714	0.1326	12.3703	10.3241	14.4165	0.7857	0.1052	13.1034	9.6634	16.5433	0.5476	0.0915	10.3199	6.9417	13.6981	0.2143	0.0641	4.7974	1.9855	7.6094	2.0476	0.1668	18.5473	15.5862	21.5085
U5a1i1	6	low		3.1667	0.6009	8.3418	5.1868	11.5563	1.0000	0.3651	7.8720	2.2381	13.5059	0.8333	0.4014	13.8975	0.7774	27.0176	0.6667	0.4216	12.5633	-3.0103	28.1370	0.3333	0.2108	7.4627	-1.7882	16.7135	2.1667	0.3073	19.6257	14.1696	25.0817
U5a1g1	6	low		3.1667	0.6009	8.3418	5.1868	11.5563	0.1667	0.1667	1.3120	-1.2595	3.8835	0.8333	0.3073	13.8975	3.8522	23.9428	0.8333	0.3073	15.7042	4.3530	27.0553	0.5000	0.2236	11.1940	1.3820	21.0060	3.0000	0.6325	27.1740	15.9456	38.4024
H1ak	6	low	ci_exceeds_ancestor	3.1667	0.6009	8.3418	5.1868	11.5563	1.1667	0.3073	9.1840	4.4424	13.9256	0.5000	0.3416	8.3385	-2.8262	19.5032	0.5000	0.3416	9.4225	-3.1936	22.0386	0.5000	0.2236	11.1940	1.3820	21.0060	1.0000	0.3651	9.0580	2.5753	15.5407
M7b1a1e2b	24	medium		3.1667	0.1871	8.3418	7.3527	9.3366	0.5000	0.1204	3.9360	2.0786	5.7934	1.3333	0.1300	22.2360	17.9857	26.4863	1.3333	0.1300	25.1267	20.3238	29.9295	0.4583	0.1039	10.2612	5.7022	14.8201	3.2500	0.1831	29.4385	26.1883	32.6887
H17	19	medium		3.1579	0.3442	8.3180	6.5036	10.1521	1.1053	0.1053	8.7006	7.0765	10.3247	0.6316	0.1906	10.5328	4.3035	16.7622	0.5789	0.1922	10.9103	3.8117	18.0088	0.2105	0.0961	4.7133	0.4967	8.9298	1.0000	0.2294	9.0580	4.9850	13.1310
G3a3	19	medium		3.1579	0.4792	8.3180	5.7977	10.8762	0.7368	0.1289	5.8004	3.8113	7.7896	0.5789	0.1922	9.6551	3.3732	15.9370	0.5789	0.1922	10.9103	3.8117	18.0088	0.2105	0.0961	4.7133	0.4967	8.9298	2.0526	0.2807	18.5927	13.6092	23.5762
D4g1b	13	low	ci_exceeds_ancestor	3.1538	0.5412	8.3071	5.4636	11.1990	0.3846	0.1404	3.0277	0.8608	5.1946	0.8462	0.2221	14.1113	6.8529	21.3697	0.8462	0.2221	15.9458	7.7438	24.1477	0.2308	0.1216	5.1665	-0.1705	10.5035	2.2308	0.2571	20.2063	15.6427	24.7699
D4h1c3	13	low	ci_exceeds_ancestor	3.1538	0.5867	8.3071	5.2269	11.4441	0.2308	0.1662	1.8166	-0.7473	4.3805	1.0000	0.1132	16.6770	12.9759	20.3781	0.9231	0.1369	17.3954	12.3394	22.4514	0.1538	0.1042	3.4443	-1.1260	8.0147	2.0000	0.1601	18.1160	15.2731	20.9589
M7b1a1h	86	high		3.1512	0.1808	8.2998	7.3443	9.2608	0.3837	0.0743	3.0207	1.8745	4.1668	1.1047	0.1313	18.4223	14.1299	22.7147	0.8256	0.1087	15.5581	11.5429	19.5733	0.1279	0.0431	2.8636	0.9714	4.7558	2.7442	0.1251	24.8568	22.6361	27.0775
G1a1a	76	high		3.1447	0.2041	8.2825	7.2046	9.3672	1.5921	0.1245	12.5331	10.6121	14.4540	0.4737	0.0760	7.8996	5.4145	10.3847	0.3947	0.0751	7.4388	4.6645	10.2131	0.1711	0.0574	3.8295	1.3110	6.3480	0.7632	0.1122	6.9127	4.9210	8.9044
M11a4b1	7	low		3.1429	0.8571	8.2774	3.7976	12.8785	0.5714	0.2020	4.4983	1.3811	7.6154	0.5714	0.4286	9.5297	-4.4790	23.5384	0.5714	0.4286	10.7686	-5.0612	26.5984	0.7143	0.1844	15.9914	7.8986	24.0842	2.2857	0.4738	20.7040	12.2922	29.1158
B2i2a1	7	low		3.1429	0.2608	8.2774	6.9011	9.6649	0.7143	0.2857	5.6229	1.2145	10.0312	0.4286	0.2020	7.1473	0.5435	13.7510	1.2857	0.1844	24.2293	17.4172	31.0413	0.1429	0.1429	3.1983	-3.0704	9.4669	1.7143	0.3595	15.5280	9.1453	21.9107
H2a1b	7	low	ci_exceeds_ancestor	3.1429	0.4592	8.2774	5.8619	10.7277	0.1429	0.1429	1.1246	-1.0796	3.3287	0.8571	0.2608	14.2946	5.7692	22.8200	0.8571	0.2608	16.1529	6.5191	25.7866	1.0000	0.0000	22.3880	22.3880	22.3880	3.0000	0.3086	27.1740	21.6951	32.6529
L3d1b2a	7	low		3.1429	0.6701	8.2774	4.7647	11.8642	0.8571	0.2608	6.7474	2.7232	10.7717	0.5714	0.2020	9.5297	2.9260	16.1335	0.7143	0.2857	13.4607	2.9075	24.0139	0.1429	0.1429	3.1983	-3.0704	9.4669	1.8571	0.2608	16.8220	12.1915	21.4525
Q1d1	7	low		3.1429	0.5084	8.2774	5.6051	10.9924	0.5714	0.3689	4.4983	-1.1928	10.1894	1.4286	0.3689	23.8243	11.7675	35.8810	1.4286	0.3689	26.9214	13.2973	40.5456	0.4286	0.2020	9.5949	0.7297	18.4601	3.1429	0.1429	28.4680	25.9318	31.0042
A2am	7	low		3.1429	0.1429	8.2774	7.5222	9.0360	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	16.6770	16.6770	16.6770	1.0000	0.0000	18.8450	18.8450	18.8450	1.0000	0.0000	22.3880	22.3880	22.3880	3.8571	0.1429	34.9380	32.4018	37.4742
T2i	14	medium		3.1429	0.2938	8.2774	6.7277	9.8413	0.5714	0.1727	4.4983	1.8336	7.1630	1.2143	0.2809	20.2506	11.0700	29.4313	1.2143	0.2809	22.8832	12.5091	33.2573	0.0000	0.0000	0.0000	0.0000	0.0000	1.3571	0.2695	12.2930	7.5092	17.0768
N21d	14	medium		3.1429	0.3610	8.2774	6.3757	10.2006	0.9286	0.1951	7.3097	4.2993	10.3201	0.7857	0.1547	13.1034	8.0458	18.1609	0.7857	0.1547	14.8068	9.0918	20.5218	0.0714	0.0714	1.5991	-1.5352	4.7335	1.0714	0.2450	9.7050	5.3545	14.0555
G1a1b	7	low		3.1429	0.3401	8.2774	6.4852	10.0887	0.7143	0.2857	5.6229	1.2145	10.0312	0.1429	0.1429	2.3824	-2.2871	7.0520	0.1429	0.1429	2.6921	-2.5845	7.9687	0.8571	0.1429	19.1897	12.9211	25.4584	1.7143	0.3595	15.5280	9.1453	21.9107
M35b4b	7	low	ci_exceeds_ancestor	3.1429	0.1429	8.2774	7.5222	9.0360	0.5714	0.2974	4.4983	-0.0900	9.0866	0.5714	0.2020	9.5297	2.9260	16.1335	0.5714	0.2020	10.7686	3.3063	18.2308	0.0000	0.0000	0.0000	0.0000	0.0000	0.5714	0.2020	5.1760	1.5892	8.7628
D4b1a2a1i	7	low		3.1429	0.1429	8.2774	7.5222	9.0360	0.7143	0.1844	5.6229	2.7773	8.4684	1.2857	0.2857	21.4419	12.1027	30.7810	1.2857	0.2857	24.2293	13.6761	34.7825	0.0000	0.0000	0.0000	0.0000	0.0000	1.5714	0.3689	14.2340	7.6855	20.7825
M5a2a1a2	7	low		3.1429	0.3401	8.2774	6.4852	10.0887	1.1429	0.2608	8.9966	4.9723	13.0208	0.5714	0.2974	9.5297	-0.1907	19.2502	0.5714	0.2974	10.7686	-0.2155	21.7527	0.2857	0.1844	6.3966	-1.6962	14.4894	1.0000	0.2182	9.0580	5.1838	12.9322
H1ah	7	low		3.1429	0.5533	8.2774	5.3715	11.2339	0.4286	0.2020	3.3737	0.2566	6.4909	0.5714	0.2020	9.5297	2.9260	16.1335	0.5714	0.2020	10.7686	3.3063	18.2308	0.5714	0.2020	12.7931	3.9279	21.6583	1.1429	0.2608	10.3520	5.7215	14.9825
T1a1	154	high		3.1364	0.1494	8.2598	7.4700	9.0533	0.9935	0.0832	7.8209	6.5376	9.1042	0.6169	0.0633	10.2878	8.2188	12.3567	0.6104	0.0627	11.5028	9.1870	13.8186	0.1948	0.0346	4.3613	2.8444	5.8782	0.9091	0.0751	8.2345	6.9021	9.5670
M5a1b1a	15	medium		3.1333	0.4963	8.2517	5.6428	10.9011	0.9333	0.2482	7.3472	3.5182	11.1762	0.8000	0.1746	13.3416	7.6353	19.0479	0.8000	0.1746	15.0760	8.6279	21.5241	0.4000	0.1309	8.9552	3.2099	14.7005	1.2000	0.2430	10.8696	6.5555	15.1837
H27	15	medium		3.1333	0.1919	8.2517	7.2381	9.2713	0.4667	0.1652	3.6736	1.1242	6.2230	1.4667	0.1333	24.4596	20.1013	28.8179	1.4667	0.1333	27.6393	22.7145	32.5642	0.2000	0.1069	4.4776	-0.2134	9.1686	1.8667	0.0909	16.9083	15.2953	18.5212
D4b1a2b	15	medium		3.1333	0.2557	8.2517	6.9024	9.6117	1.3333	0.1594	10.4960	8.0372	12.9548	0.4667	0.1652	7.7826	2.3817	13.1835	0.4667	0.1652	8.7943	2.6913	14.8974	0.3333	0.1260	7.4627	1.9342	12.9911	1.8000	0.1447	16.3044	13.7346	18.8742
T1a1ae	15	low	ci_exceeds_ancestor	3.1333	0.0909	8.2517	7.7711	8.7336	1.0000	0.0976	7.8720	6.3663	9.3777	0.8667	0.0909	14.4534	11.4837	17.4231	0.8667	0.0909	16.3323	12.9766	19.6880	0.2000	0.1069	4.4776	-0.2134	9.1686	1.0667	0.1182	9.6619	7.5636	11.7601
M72a	15	medium		3.1333	0.3634	8.2517	6.3375	10.1876	0.4000	0.1902	3.1488	0.2136	6.0840	0.7333	0.2482	12.2298	4.1180	20.3416	0.7333	0.2482	13.8197	4.6533	22.9860	0.0667	0.0667	1.4925	-1.4328	4.4179	1.5333	0.2737	13.8889	9.0295	18.7484
H13a1a1	39	medium		3.1282	0.2602	8.2378	6.8650	9.6218	0.6154	0.1585	4.8443	2.3988	7.2898	0.5897	0.1361	9.8352	5.3877	14.2826	0.5897	0.1361	11.1137	6.0881	16.1393	0.4359	0.0884	9.7589	5.8784	13.6393	2.1026	0.1505	19.0450	16.3722	21.7178
"U5a1c2a1""9"	8	low		3.1250	0.2950	8.2291	6.6736	9.7991	0.8750	0.2950	6.8880	2.3357	11.4403	0.3750	0.2631	6.2539	-2.3445	14.8522	0.3750	0.2631	7.0669	-2.6493	16.7830	0.2500	0.1637	5.5970	-1.5846	12.7786	2.0000	0.2673	18.1160	13.3711	22.8609
U4d1a	8	low		3.1250	0.5489	8.2291	5.3466	11.1614	2.0000	0.2673	15.7440	11.6204	19.8676	0.2500	0.1637	4.1692	-1.1804	9.5189	0.2500	0.1637	4.7112	-1.3339	10.7564	0.2500	0.2500	5.5970	-5.3731	16.5671	0.5000	0.2673	4.5290	-0.2159	9.2739
P1d7b	8	low		3.1250	0.3504	8.2291	6.3834	10.0951	0.8750	0.2266	6.8880	3.3920	10.3840	0.8750	0.2266	14.5924	7.1861	21.9986	0.8750	0.2266	16.4894	8.1203	24.8584	0.0000	0.0000	0.0000	0.0000	0.0000	2.1250	0.2266	19.2482	15.2256	23.2709
B6a1a	8	low		3.1250	0.2950	8.2291	6.6736	9.7991	1.3750	0.2631	10.8240	6.7653	14.8827	1.0000	0.1890	16.6770	10.4998	22.8542	2.0000	0.1890	37.6900	30.7097	44.6703	0.0000	0.0000	0.0000	0.0000	0.0000	2.1250	0.1250	19.2482	17.0290	21.4675
J1c7a	8	low		3.1250	0.4795	8.2291	5.7085	10.7877	0.0000	0.0000	0.0000	0.0000	0.0000	0.6250	0.3239	10.4231	-0.1641	21.0104	0.6250	0.3239	11.7781	-0.1855	23.7417	1.8750	0.2266	41.9775	32.0350	51.9200	3.5000	0.5000	31.7030	22.8262	40.5798
M8a2a1f1	48	medium		3.1250	0.2260	8.2291	7.0362	9.4305	0.9167	0.1222	7.2160	5.3312	9.1008	0.4167	0.0833	6.9488	4.2248	9.6727	0.3958	0.0828	7.4595	4.3999	10.5190	0.4792	0.0787	10.7276	7.2734	14.1817	2.5000	0.1761	22.6450	19.5177	25.7723
C4a1b	8	low		3.1250	0.4795	8.2291	5.7085	10.7877	0.8750	0.2266	6.8880	3.3920	10.3840	1.1250	0.2266	18.7616	11.3554	26.1679	1.1250	0.2266	21.2006	12.8316	29.5697	0.0000	0.0000	0.0000	0.0000	0.0000	1.1250	0.2266	10.1903	6.1676	14.2129
I1a1c	8	low	ci_exceeds_ancestor	3.1250	1.3016	8.2291	1.4780	15.2601	0.8750	0.7425	6.8880	-4.5685	18.3445	0.2500	0.1637	4.1692	-1.1804	9.5189	0.2500	0.1637	4.7112	-1.3339	10.7564	1.5000	0.1890	33.5820	25.2894	41.8746	1.7500	0.3134	15.8515	10.2876	21.4154
U2b2o	8	low		3.1250	0.9342	8.2291	3.3541	13.2484	0.5000	0.5000	3.9360	-3.7786	11.6506	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8750	0.1250	19.5895	14.1044	25.0746	1.8750	0.1250	16.9838	14.7645	19.2030
L0d1a1a	8	low		3.1250	0.9342	8.2291	3.3541	13.2484	0.0000	0.0000	0.0000	0.0000	0.0000	0.6250	0.4199	10.4231	-3.3030	24.1493	0.3750	0.2631	7.0669	-2.6493	16.7830	0.5000	0.2673	11.1940	-0.5336	22.9216	1.5000	0.6814	13.5870	1.4899	25.6841
B5a1g2	33	medium		3.1212	0.2778	8.2189	6.7538	9.6968	1.3636	0.0850	10.7345	9.4225	12.0466	0.5455	0.1074	9.0965	5.5858	12.6073	1.0000	0.1231	18.8450	14.2985	23.3915	0.0606	0.0422	1.3568	-0.4940	3.2077	2.0606	0.1301	18.6650	16.3549	20.9750
D4y6	25	low	ci_exceeds_ancestor	3.1200	0.2471	8.2156	6.9119	9.5295	0.9200	0.1519	7.2422	4.8989	9.5856	0.5200	0.1541	8.6720	3.6364	13.7077	0.5200	0.1541	9.7994	4.1091	15.4897	1.0000	0.1414	22.3880	16.1824	28.5936	2.4000	0.2160	21.7392	17.9040	25.5744
C7a24	26	medium		3.1154	0.2375	8.2031	6.9502	9.4654	1.2308	0.1865	9.6886	6.8106	12.5666	0.7308	0.1715	12.1870	6.5816	17.7925	0.8462	0.1727	15.9458	9.5672	22.3244	0.4615	0.1269	10.3329	4.7660	15.8998	1.3462	0.1749	12.1935	9.0883	15.2987
H1b	89	high		3.1124	0.1424	8.1950	7.4424	8.9509	0.5730	0.0797	4.5109	3.2809	5.7409	0.9101	0.0777	15.1779	12.6383	17.7176	1.0787	0.0879	20.3272	17.0822	23.5722	0.2472	0.0460	5.5341	3.5163	7.5520	1.7528	0.1368	15.8769	13.4483	18.3056
L3b2b	9	low		3.1111	0.7718	8.1916	4.1543	12.3273	0.7778	0.3239	6.1227	1.1245	11.1208	1.3333	0.2357	22.2360	14.5316	29.9404	1.3333	0.2357	25.1267	16.4207	33.8326	0.2222	0.1470	4.9751	-1.4747	11.4249	2.4444	0.3379	22.1418	16.1423	28.1413
B4c1b2d	18	medium		3.1111	0.5106	8.1916	5.5094	10.9169	0.6667	0.1808	5.2480	2.4588	8.0372	1.2222	0.1906	20.3830	14.1544	26.6116	1.4444	0.2455	27.2206	18.1523	36.2888	0.2222	0.1008	4.9751	0.5506	9.3997	2.1667	0.3052	19.6257	14.2075	25.0438
B4d1f'g	18	medium		3.1111	0.4269	8.1916	5.9459	10.4675	0.6111	0.1833	4.8107	1.9830	7.6383	0.5000	0.1667	8.3385	2.8907	13.7863	1.2222	0.1292	23.0328	18.2591	27.8064	0.5000	0.1213	11.1940	5.8727	16.5153	1.8333	0.2177	16.6063	12.7417	20.4710
